Text,Score,Suggestion
من یه چند هفته ای میشه سفارشش دادم و دارم ازش استفاده میکنم و لپ تاپی فوق العاده کارآمد و درجه یکی هستش و تو خریدشم تردید نکنید و عالیه منتها تعجب میکنم چرا کسی استقبالی از این مدل نکرده و نظراتشونو بیان نمیکنن  ,96,1
از لحاظ کیفیت  صفحه کیبورد و تاج بدترین لپ تابی که تا حالا دیدم الان 5 روز خریدم فقط روز اول ده دقیقه باهاش کار کردم انداختم گوشه خونه از شانس بد ما امروز هم جزو پیشنهاد شگفت انگیز شده صد تومن زیر قیمت میدن  ,16,3
در کل دستگاه خوبیه وماله بهترین برنده  فقط یکم قیمتش بالاست و یه خوبی داره و به درد من میخورد سه تا حافظه برای ذخیره ایستگاه های رادیویی داره  و همچنین ورودی صداش وبه درد کسایی میخوره که فضایی کوچیکی دارن چون واقعا جمع جوره                                                             متشکرم دی جی کالا ,88,1
این لپتاپ رو پس از بررسی و چک کردن زیاد قابلیت های سخت افزاری  از دیجی کالا خریدم  ولی به محض اینکه به دستم رسید تو ذوقم خورد  اول از همه کیفیت بد و کم ساخته که تو چشم میخوره  به حدی که وقتی صفحه مونیتر روشنه و پشت مونیتور دست میکشی  رو تصویر مونیتور موج می افته اونم بدون هیچ فشار یا قدرتی  کاملا پلاستیکی و ضعیف  طراحی ظاهری بد نیست  ولی از نظر کیفیت ساخت و کارایی واقعا دلسرد و دلزده میشید  انواع و اقسام ویندوزها رو روش نصب کردم  از ویندوز 7 که به صورت دیفالت قابل نصب نبود و باید هارد رو پارتیشن بندی مجدد میکردم  تا ویندوز 8 و ویندوز 10   در نگارش های مختلف 32 و 64 بیت  ولی در هیچ کدوم  به هیییچ  عنوان  به یک سوم سرعتی که باید میداشت نرسید  با وجود نصب تمامی درایورها  چه درایورهایی که همراه خود لپ تاپ بود  چه به صورت اپدیت شده از سایت لنوو  و نو بودن ویندوز  با لپ تاپ قدیمیم  دل مدل وسترو 1520 در زمان بالا اومدن ویندوز برابری میکرد هنگام رندر گرفتن در کارهای معماری هم که واقعا ضعیف ظاهر شد  به هیچ عنوان سخت افزارش کارایی اسمی خودش رو نداره  در یک کلام  آشغال به تمام معنا  به طور کلی از محصولات لنوو دلزده شدم و دیگه تحت هیچ شرایطی سمتش نمیرم  الان هم دنبال یه لپ تاپ دیگه از یه مارک دیگه ام که جایگزین کنم  ,20,3
من به مدت 2 سال است که از دی جی کالا خریداری کردم از کیفیت خوبی برخوردار  است و از خرید این محصول راضی هستم ,80,1
ازش استفاده کردم خیلی عالیه ,60,1
ابعاد مناسب  جنس خوب وسبک کاربردی برای قرار گرفتن در کشو کابینت ,96,1
دوستانی که این لپ تاپ خوبو خریدن حتما روشی که اینجا مینویسم رو برای کالیبر کردن و ارتقا کیفیت صفحه نمایش انجام بدید   این لپ تاپ و شاید 80 درصد تمامی لپ تاپ های موجود نیاز به تنظیمات صفحه نمایش دارند و کمتر کسی دیدم که این کار رو انجام بده   برای من به شخصه کیفیت صفحه نمایش بسیار حائز اهمیت هست  به دوستانی که به کیفیت صفحه نمایش اهمیت میدن توصیه میکنم به این شکل عمل کنید  1 مدل لپ تاپ رو در اینترنت سرچ کنید  از قسمت درایورهای مربوطه برنامه Splendid رو دانلود کنید ولی نصب نکنید چون احتمال خیلی زیاد به دلایلی که لازم نمیدونم اینجا توضیح بدم نصب نمیشه  2 برنامه رو از حالت فشرده خارج کنید  درون پوشه Data و بعد از اون پوشه Color Table برید  در این پوشه چندین فایل مشاهده میکنید که به ترتیب با کلیک راست و انتخاب گزینه install این مرحله به پایان میرسه  دقت کنید هر چهار فایل رو نصب کنید   3 حالا به منوی display resolution رفته و گزینه advanced settings رو بزنید از منوی باز شده گزینه color management رو بزنید و در منوی باز شده گزینه use my settings for this device رو تیک بزنید   سپس گزینه add رو بزنید و در پنجره باز شده باید نام اون 4 فایل رو که ایتدای آموزش گفتم مشاهده کنید که مدل لپ تاپ رو در اسم خودشون دارند و به ترتیب هر 4 تا فایل رو add کنید  اگر هم در لیست مشاهده نکردید browse رو بزنید و اون 4 فایل رو که دانلود کرده بدید به لیست اضافه کنید  سپس در همین منو گزینه advanced رو بزنید و گزینه change system defaults رو زده و از منوی جدید باز شده دوباره گزینه advanced رو انتخاب کرده و در این قسمت گزینه use windows display calibration رو تیک بزنید   4 حالا close رو بزنید در پنجره اصلی که مشاهده میکنید به قسمت devices رفته و حالا میتونید با اتنخاب یکی از این 4 پروفایل  کالیبراسیون مانیتور رو انجام بدید  به این صورت که روی هر گدام کلیک کرده و روی حالت defult قرار دهید تا تغییرات انجام بشه  در نهایت با انتخاب یکی از این 4 فایل تمامی پنجره هارو ببندید   امیدوارم این آموزش براتون مفید باشه و استفاده کنید   با تشکر ,100,1
لرزش کاملا طبیعی  ولی اگر روش وسیله ای باشه قطعا توی صداش تاثیر منفی داره  پس زیرش خوب تنظیم و روش کامل خالی ,84,1
این مجموعه برای استفاده در خونه و شاید مسافرت خوبه   البته شماره های ریز معمولی رو نداره  جعبه اون که سری ها بهش وصل میشن انگار زیاد استحکام نداره   در ضمن اگه رابط بلندی داشت خیلی خوب بود چون الان طول پیچ گوشتی شما در نهایت هشت سانت میشه که کوتاهه  در کل برای بعضی پیچ ها خوبه   من که براش یه اتصال درست می کنم تا کاراییش بیشتر بشه  در ضمن ساخت چینه ,64,2
با سلام خدمت دوستان عزیز  چون دیدم این محصول دوباره موجود شده گفتم نقاط قوت و ضعفش به دوستانی ,60,1
